model,reference,code,name,address,datatype,scale,default,min,max,unit,access,monitor,write_protect,scope,group,subcategory,functional_area,safety_class,write_policy,display_order,logic_address_hex,canopen_index,cip_path,link,source_category,display,menu,notes
XD4000,ALL,NCV,Drive nominal rating,3011,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Drive Identification,Drive Identification,Drive Identification,Read Only,Read only,1011,16#0BC3,16#2000/C,16#70/01/0C = 112/01/12,NCV,Identification parameters,,,Factory: [Unknown rating] NO; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,TST,Torque control stop type,9227,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9227,16#240B,16#203E/1C,16#8F/01/1C = 143/01/28,TST,Configuration and settings,[Torque control stop] (TST),[Torque control] (TOR) [M/S Torque Control] (MSQ),Factory: [Freewheel stop] NST; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,DCF,Fast Stop ramp Divider,11230,int16,1.0,0,0.0,10.0,,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9230,16#2BDE,16#2052/1F,16#99/01/1F = 153/01/31,,Configuration and settings,[Ramp Divider] (DCF),[Stop configuration] (STT) [Settings] (SET),Factory: 4; Range: 0  ... 10; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,SSB,Stop type - torque/I limit,9240,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9240,16#2418,16#203E/29,16#8F/01/29 = 143/01/41,ECFG,Configuration and settings,[Trq/I limit. stop] (SSB),[Torque limitation] (TOL) [Torque or I limit detect] (TID),Factory: [Ignore] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,DSF,Deceleration type,12505,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9505,16#30D9,16#205F/6,16#9F/01/6A = 159/01/106,DSF,Configuration and settings,[Deceleration type] (DSF),[Positioning by sensors] (LPO),Factory: [Standard] STD; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,PAS,Stop type,12506,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9506,16#30DA,16#205F/7,16#9F/01/6B = 159/01/107,STT,Configuration and settings,[Stop type] (PAS),[Positioning by sensors] (LPO),Factory: [On ramp] RMP; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,MSTP,Memo stop,12523,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9523,16#30EB,16#205F/18,16#9F/01/7C = 159/01/124,N_Y,Configuration and settings,[Memo Stop] (MSTP),[Positioning by sensors] (LPO),Factory: [Yes] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,LAS,Stop type on limit switch,11603,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9603,16#2D53,16#2056/4,16#9B/01/04 = 155/01/04,STT,Configuration and settings,[Stop type] (LAS),[Limit switches] (LST),Factory: [Freewheel stop] NST; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,SPAL,Acceleration delta speed,8611,uint32,1.0,0,1.0,4294967295.0,rpm,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9611,16#21A3,16#2038/C,16#8C/01/0C = 140/01/12,,CiA 402 settings,,,Factory: ; Range: 1 rpm ... 4294967295 rpm; Source access: R/W; Source type: UINT (Unsigned32)
XD4000,ALL,SPAT,Acceleration delta time,8613,int16,1.0,0,0.0,65535.0,s,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9613,16#21A5,16#2038/E,16#8C/01/0E = 140/01/14,,CiA 402 settings,,,Factory: ; Range: 0 s ... 65535 s; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,SPDL,Deceleration delta speed,8614,uint32,1.0,0,1.0,4294967295.0,rpm,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9614,16#21A6,16#2038/F,16#8C/01/0F = 140/01/15,,CiA 402 settings,,,Factory: ; Range: 1 rpm ... 4294967295 rpm; Source access: R/W; Source type: UINT (Unsigned32)
XD4000,ALL,QSTD,Quick stop option code,8651,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9651,16#21CB,16#2038/34,16#8C/01/34 = 140/01/52,QSTD,CiA 402 settings,,,Factory: [Fast stop then disable voltage] FST2; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,DOTD,Type of switchOn Disable Stop,8652,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9652,16#21CC,16#2038/35,16#8C/01/35 = 140/01/53,DOTD,CiA 402 settings,[SwitchOnDisable Stp] (DOTD),[Stop configuration] (STT),Factory: [Ramp stop] RMP; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,BQA,Backlash acceleration,16864,int16,1.0,0,1.0,9999.0,,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9864,16#41E0,16#208A/41,16#B5/01/41 = 181/01/65,,Configuration and settings,[BL Acceleration] (BQA),[Backlash compensation] (BSQM),Factory: 100; Range: 1 ... 9999; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,BOO2,Boost on deceleration,13913,int16,1.0,0,-100.0,0.0,%,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9913,16#3659,16#206D/E,16#A6/01/72 = 166/01/114,,Configuration and settings,[Boost On Deceleration] (BOO2),[Motor control] (DRC),Factory: -25 %; Range: -100 % ... 0 %; Source access: R/WS; Source type: INT (Signed16)
XD4000,ALL,PRP,PID ramp,11984,int16,0.1,0,0.0,99.9,s,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9984,16#2ED0,16#2059/55,16#9C/01/B9 = 156/01/185,,Configuration and settings,[PID ramp] (PRP),[Settings] (ST) [Settings] (ST) [Settings] (SET),Factory: 0.0 s; Range: 0.0 s ... 99.9 s; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,ACCP,PID acceleration time,11985,int16,1.0,0,1.0,9999.0,,RW,FALSE,TRUE,FALSE,Ramp and Motion Profile,Ramp and Motion Profile,Ramp and Motion Profile,Controlled Write,Write protected by default,9985,16#2ED1,16#2059/56,16#9C/01/BA = 156/01/186,,Configuration and settings,[PID acceleration time] (ACCP),[Settings] (ST) [Settings] (ST) [Settings] (SET),Factory: 50; Range: 1 ... 9999; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,L1D,DI1 delay,4001,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10001,16#0FA1,16#200A/2,16#75/01/02 = 117/01/02,,Configuration and settings,[DI1 Delay] (L1D),[DI1 Configuration] (DI1),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,L2D,DI2 delay,4002,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10002,16#0FA2,16#200A/3,16#75/01/03 = 117/01/03,,Configuration and settings,[DI2 Delay] (L2D),[DI2 Configuration] (DI2),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,L3D,DI3 delay,4003,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10003,16#0FA3,16#200A/4,16#75/01/04 = 117/01/04,,Configuration and settings,[DI3 Delay] (L3D),[DI3 Configuration] (DI3),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,L4D,DI4 delay,4004,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10004,16#0FA4,16#200A/5,16#75/01/05 = 117/01/05,,Configuration and settings,[DI4 Delay] (L4D),[DI4 Configuration] (DI4),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,L5D,DI5 delay,4005,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10005,16#0FA5,16#200A/6,16#75/01/06 = 117/01/06,,Configuration and settings,[DI5 Delay] (L5D),[DI5 Configuration] (DI5),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,L6D,DI6 delay,4006,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10006,16#0FA6,16#200A/7,16#75/01/07 = 117/01/07,,Configuration and settings,[DI6 Delay] (L6D),[DI6 Configuration] (DI6),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,L7D,DI7 delay,4007,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10007,16#0FA7,16#200A/8,16#75/01/08 = 117/01/08,,Configuration and settings,[DI7 Delay] (L7D),[DI7 Configuration] (DI7),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,L8D,DI8 delay,4008,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10008,16#0FA8,16#200A/9,16#75/01/09 = 117/01/09,,Configuration and settings,[DI8 Delay] (L8D),[DI8 Configuration] (DI8),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,L11D,DI11 delay,4011,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10011,16#0FAB,16#200A/C,16#75/01/0C = 117/01/12,,Configuration and settings,[DI11 Delay] (L11D),[DI11 Configuration] (DI11),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,L12D,DI12 delay,4012,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10012,16#0FAC,16#200A/D,16#75/01/0D = 117/01/13,,Configuration and settings,[DI12 Delay] (L12D),[DI12 Configuration] (DI12),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,L13D,DI13 delay,4013,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10013,16#0FAD,16#200A/E,16#75/01/0E = 117/01/14,,Configuration and settings,[DI13 Delay] (L13D),[DI13 Configuration] (DI13),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,LFL3,Response to 4-20mA loss on AI3,7013,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10013,16#1B65,16#2028/E,16#84/01/0E = 132/01/14,ECFG,Configuration and settings,[AI3 4-20mA loss] (LFL3),[4-20 mA loss] (LFL),Factory: [Ignore] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,L14D,DI14 delay,4014,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10014,16#0FAE,16#200A/F,16#75/01/0F = 117/01/15,,Configuration and settings,[DI14 Delay] (L14D),[DI14 Configuration] (DI14),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,LFL4,Response to 4-20mA loss on AI4,7014,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10014,16#1B66,16#2028/F,16#84/01/0F = 132/01/15,ECFG,Configuration and settings,[AI4 4-20mA loss] (LFL4),[4-20 mA loss] (LFL),Factory: [Ignore] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,L15D,DI15 delay,4015,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10015,16#0FAF,16#200A/10,16#75/01/10 = 117/01/16,,Configuration and settings,[DI15 Delay] (L15D),[DI15 Configuration] (DI15),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,L16D,DI16 delay,4016,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10016,16#0FB0,16#200A/11,16#75/01/11 = 117/01/17,,Configuration and settings,[DI16 Delay] (L16D),[DI16 Configuration] (DI16),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,LFL1,Response to 4-20mA loss on AI1,7017,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10017,16#1B69,16#2028/12,16#84/01/12 = 132/01/18,ECFG,Configuration and settings,[AI1 4-20mA loss] (LFL1),[4-20 mA loss] (LFL),Factory: [Ignore] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,LFL5,Response to 4-20mA loss on AI5,7019,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10019,16#1B6B,16#2028/14,16#84/01/14 = 132/01/20,ECFG,Configuration and settings,[AI5 4-20mA loss] (LFL5),[4-20 mA loss] (LFL),Factory: [Ignore] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,AO1,AQ1 assignment,5021,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10021,16#139D,16#2014/16,16#7A/01/16 = 122/01/22,PSA,Configuration and settings,[AQ1 assignment] (AO1),[AQ1] (AO1C) [AQ1 configuration] (AO1),Factory: [Motor frequency] OFR; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,AO2,AQ2 assignment,5022,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10022,16#139E,16#2014/17,16#7A/01/17 = 122/01/23,PSA,Configuration and settings,[AQ2 assignment] (AO2),[AQ2] (AO2C) [AQ2 configuration] (AO2),Factory: [Motor current] OCR; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,DO1,DQ1 assignment,5031,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10031,16#13A7,16#2014/20,16#7A/01/20 = 122/01/32,PSL,Configuration and settings,[DQ1 Assignment] (DO1),[DQ1 configuration] (DO1),Factory: [Not assigned] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,DO11,DO11 assignment,5033,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10033,16#13A9,16#2014/22,16#7A/01/22 = 122/01/34,PSL,Configuration and settings,[DQ11 assignment] (DO11),[DQ11 Configuration] (DO11),Factory: [Not assigned] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,DO12,DO12 assignment,5034,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10034,16#13AA,16#2014/23,16#7A/01/23 = 122/01/35,PSL,Configuration and settings,[DQ12 assignment] (DO12),[DQ12 Configuration] (DO12),Factory: [Not assigned] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,D50D,DI50 delay,4040,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10040,16#0FC8,16#200A/29,16#75/01/29 = 117/01/41,,Configuration and settings,[DI50 delay] (D50D),[DI50 configuration] (DI50),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,D51D,DI51 delay,4041,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10041,16#0FC9,16#200A/2A,16#75/01/2A = 117/01/42,,Configuration and settings,[DI51 delay] (D51D),[DI51 configuration] (DI51),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,D52D,DI52 delay,4042,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10042,16#0FCA,16#200A/2B,16#75/01/2B = 117/01/43,,Configuration and settings,[DI52 delay] (D52D),[DI52 configuration] (DI52),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,D53D,DI53 delay,4043,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10043,16#0FCB,16#200A/2C,16#75/01/2C = 117/01/44,,Configuration and settings,[DI53 delay] (D53D),[DI53 configuration] (DI53),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,D54D,DI54 delay,4044,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10044,16#0FCC,16#200A/2D,16#75/01/2D = 117/01/45,,Configuration and settings,[DI54 delay] (D54D),[DI54 configuration] (DI54),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,D55D,DI55 delay,4045,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10045,16#0FCD,16#200A/2E,16#75/01/2E = 117/01/46,,Configuration and settings,[DI55 delay] (D55D),[DI55 configuration] (DI55),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,D56D,DI56 delay,4046,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10046,16#0FCE,16#200A/2F,16#75/01/2F = 117/01/47,,Configuration and settings,[DI56 delay] (D56D),[DI56 configuration] (DI56),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,D57D,DI57 delay,4047,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10047,16#0FCF,16#200A/30,16#75/01/30 = 117/01/48,,Configuration and settings,[DI57 delay] (D57D),[DI57 configuration] (DI57),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,D58D,DI58 delay,4048,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10048,16#0FD0,16#200A/31,16#75/01/31 = 117/01/49,,Configuration and settings,[DI58 delay] (D58D),[DI58 configuration] (DI58),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,D59D,DI59 delay,4049,int16,1.0,0,0.0,200.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10049,16#0FD1,16#200A/32,16#75/01/32 = 117/01/50,,Configuration and settings,[DI59 delay] (D59D),[DI59 configuration] (DI59),Factory: 2 ms; Range: 0 ms ... 200 ms; Source access: R/WS; Source type: UINT (Unsigned16)
XD4000,ALL,PTO,PTO assignment,5050,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,PTO,PTO,Critical,Write protected by default,10050,16#13BA,16#2014/33,16#7A/01/33 = 122/01/51,PSA,Configuration and settings,[PTO Assign] (PTO),[PTO Frequency] (PTOC) [PTO configuration] (PTO) [PTO configuration] (PTO),Factory: [Not configured] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,BRI,Brake relay feedback,10052,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,Relay Output,Relay Output,Critical,Write protected by default,10052,16#2744,16#2046/35,16#93/01/35 = 147/01/53,PSLIN,Configuration and settings,[Brake Relay Fdbk] (BRI),[Brake logic control] (BLC) [Brake logic control] (BLC),Factory: [Not assigned] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,FBRI,Brake relay feedback filter,10053,int16,1.0,0,0.0,1000.0,ms,RW,FALSE,TRUE,FALSE,Input Output Configuration,Relay Output,Relay Output,Critical,Write protected by default,10053,16#2745,16#2046/36,16#93/01/36 = 147/01/54,,Configuration and settings,[Brake Rly Fdbk Filter] (FBRI),[Brake logic control] (BLC) [Brake logic control] (BLC),Factory: 100 ms; Range: 0 ms ... 1000 ms; Source access: R/W; Source type: UINT (Unsigned16)
XD4000,ALL,BSP,Reference frequency template selection,3106,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10106,16#0C22,16#2001/7,16#70/01/6B = 112/01/107,BSP,Configuration and settings,[Ref Freq template] (BSP),[Speed Limits] (SLM) [Input/Output] (IO),Factory: [Standard ref template] BSD; Range: ; Source access: R/W; Source type: WORD (Enumeration)
XD4000,ALL,IL1I,Logic inputs physical image,5201,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Input Output Configuration,Digital I/O,Digital I/O,Read Only,Read only,10201,16#1451,16#2016/2,16#7B/01/02 = 123/01/02,,I/O parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,IL1R,Logic inputs states,5202,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Input Output Configuration,Digital I/O,Digital I/O,Read Only,Read only,10202,16#1452,16#2016/3,16#7B/01/03 = 123/01/03,,I/O parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,ILCI,Cabinet input  physical state,5203,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Read Only,Read only,10203,16#1453,16#2016/4,16#7B/01/04 = 123/01/04,,I/O parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,ILCR,Cabinet IO : Logic inputs real image (bit0 = DI50 ...),5204,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Input Output Configuration,Digital I/O,Digital I/O,Read Only,Read only,10204,16#1454,16#2016/5,16#7B/01/05 = 123/01/05,,I/O parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,TH1S,Activation of the thermal monitoring on AI1,13209,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10209,16#3399,16#2066/A,16#A3/01/0A = 163/01/10,N_Y,Configuration and settings,[AI1 Th Monitoring] (TH1S),[Thermal monitoring] (TPP) [Thermal monitoring] (TPP) [Thermal monitoring] (TPP),Factory: [No] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,TH3S,Activation of the thermal monitoring on AI3,13211,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10211,16#339B,16#2066/C,16#A3/01/0C = 163/01/12,N_Y,Configuration and settings,[AI3 Th Monitoring] (TH3S),[Thermal monitoring] (TPP) [Thermal monitoring] (TPP) [Thermal monitoring] (TPP),Factory: [No] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,OL1R,Logic outputs states,5212,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,Digital I/O,Digital I/O,Critical,Write protected by default,10212,16#145C,16#2016/D,16#7B/01/0D = 123/01/13,,I/O parameters,,,Factory: ; Range: ; Source access: R/W; Source type: WORD (BitString16)
XD4000,ALL,TH4S,Activation of the thermal monitoring on AI4,13212,uint16,1.0,0,0.0,65535.0,,RW,FALSE,TRUE,FALSE,Input Output Configuration,Input Output Configuration,Input Output Configuration,Critical,Write protected by default,10212,16#339C,16#2066/D,16#A3/01/0D = 163/01/13,N_Y,Configuration and settings,[AI4 Th Monitoring] (TH4S),[Thermal monitoring] (TPP) [Thermal monitoring] (TPP) [Thermal monitoring] (TPP),Factory: [No] NO; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
